"Species","Impacted_sector","Type_of_cost_merged","Official_country","Location","Taxon","ScientificName","genus","Population_2019","Surface_area_km2","Density_2019","GDP_2019","Neighbouring_countries","Km_land_borders","Agri_forest_fish_perc_gdp","Industry_perc_gdp","Manufacturing_perc_gdp","Services_perc_gdp","Forest_rents_perc_gdp","Forest_area_perc_landarea","Health_expend_perc_gdp"
"Ambrosia artemisiifolia","Authorities-Stakeholders","Management","Germany","Germany","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Ambrosia artemisiifolia","Agriculture","Damage","Italy","Italy","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Ambrosia artemisiifolia","Agriculture","Damage","Slovenia","Slovenia","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Ambrosia artemisiifolia","Agriculture","Damage","Slovakia","Slovakia","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",5454073,49030,111.24,1.05e+11,5,1524,1.7,29.6,19.7,58.1,0.2,40.1,7
"Ambrosia artemisiifolia","Agriculture","Damage","Finland","Finland","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",5520314,338450,16.31,2.69e+11,3,2690,2.3,23.9,14.4,60.2,0.3,73.7,9.2
"Ambrosia artemisiifolia","Agriculture","Damage","Netherlands","Netherlands","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Ambrosia artemisiifolia","Agriculture","Damage","Greece","Greece","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",10716322,131960,81.21,2.1e+11,4,1228,3.8,13.3,8,69.5,0,30.3,7.8
"Ambrosia artemisiifolia","Agriculture","Damage","Austria","Austria","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Ambrosia artemisiifolia","Agriculture","Damage","Romania","Romania","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",19356544,238400,81.19,2.5e+11,5,2508,4.1,27,17,59.3,0.2,30.1,5.7
"Ambrosia artemisiifolia","Agriculture","Damage","Denmark","Denmark","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",5818553,42920,135.57,3.48e+11,1,68,1.2,21.2,13.7,64.7,0,15.7,10
"Ambrosia artemisiifolia","Agriculture","Damage","Liechtenstein","Liechtenstein","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",38019,160,237.62,6552858739,2,76,0.1,44.2,38.7,52.2,0,41.9,NA
"Ambrosia artemisiifolia","Agriculture","Damage","Ireland","Ireland","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Ambrosia artemisiifolia","Agriculture","Damage","Luxembourg","Luxembourg","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",619896,2590,239.34,71104919108,3,359,0.2,11.7,4.9,78.8,0,34.5,5.4
"Ambrosia artemisiifolia","Agriculture","Damage","Czechia","Czech Republic","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",10669709,78870,135.28,2.46e+11,4,1881,1.9,31.5,22.6,57,0.3,34.7,7.8
"Ambrosia artemisiifolia","Agriculture","Damage","Spain","Spain","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Ambrosia artemisiifolia","Agriculture","Damage","France","France","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Ambrosia artemisiifolia","Agriculture","Damage","Sweden","Sweden","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Ambrosia artemisiifolia","Agriculture","Damage","Bulgaria","Bulgaria","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",6975761,111000,62.84,67927179737,5,1808,3.2,21.7,NA,61.4,0.2,35.7,7.1
"Ambrosia artemisiifolia","Agriculture","Damage","Poland","Poland","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",37970874,312680,121.44,5.92e+11,7,2788,2.3,28,16.5,57.6,0.2,30.9,6.4
"Ambrosia artemisiifolia","Agriculture","Damage","Croatia","Croatia","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Ambrosia artemisiifolia","Agriculture","Damage","Hungary","Hungary","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",9769949,93030,105.02,1.61e+11,7,2171,3.3,24.8,17.5,56.5,0.1,22.5,6.4
"Ambrosia artemisiifolia","Agriculture","Damage","Germany","Germany","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Ambrosia artemisiifolia","Health","Damage","Italy","Italy","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Ambrosia artemisiifolia","Health","Damage","Slovenia","Slovenia","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Ambrosia artemisiifolia","Health","Damage","Slovakia","Slovakia","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",5454073,49030,111.24,1.05e+11,5,1524,1.7,29.6,19.7,58.1,0.2,40.1,7
"Ambrosia artemisiifolia","Health","Damage","Finland","Finland","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",5520314,338450,16.31,2.69e+11,3,2690,2.3,23.9,14.4,60.2,0.3,73.7,9.2
"Ambrosia artemisiifolia","Health","Damage","Netherlands","Netherlands","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Ambrosia artemisiifolia","Health","Damage","Greece","Greece","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",10716322,131960,81.21,2.1e+11,4,1228,3.8,13.3,8,69.5,0,30.3,7.8
"Ambrosia artemisiifolia","Health","Damage","Austria","Austria","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Ambrosia artemisiifolia","Health","Damage","Romania","Romania","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",19356544,238400,81.19,2.5e+11,5,2508,4.1,27,17,59.3,0.2,30.1,5.7
"Ambrosia artemisiifolia","Health","Damage","Denmark","Denmark","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",5818553,42920,135.57,3.48e+11,1,68,1.2,21.2,13.7,64.7,0,15.7,10
"Ambrosia artemisiifolia","Health","Damage","Liechtenstein","Liechtenstein","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",38019,160,237.62,6552858739,2,76,0.1,44.2,38.7,52.2,0,41.9,NA
"Ambrosia artemisiifolia","Health","Damage","Ireland","Ireland","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Ambrosia artemisiifolia","Health","Damage","Luxembourg","Luxembourg","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",619896,2590,239.34,71104919108,3,359,0.2,11.7,4.9,78.8,0,34.5,5.4
"Ambrosia artemisiifolia","Health","Damage","Czechia","Czech Republic","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",10669709,78870,135.28,2.46e+11,4,1881,1.9,31.5,22.6,57,0.3,34.7,7.8
"Ambrosia artemisiifolia","Health","Damage","Spain","Spain","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Ambrosia artemisiifolia","Health","Damage","France","France","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Ambrosia artemisiifolia","Health","Damage","Sweden","Sweden","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Ambrosia artemisiifolia","Health","Damage","Bulgaria","Bulgaria","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",6975761,111000,62.84,67927179737,5,1808,3.2,21.7,NA,61.4,0.2,35.7,7.1
"Ambrosia artemisiifolia","Health","Damage","Poland","Poland","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",37970874,312680,121.44,5.92e+11,7,2788,2.3,28,16.5,57.6,0.2,30.9,6.4
"Ambrosia artemisiifolia","Health","Damage","Croatia","Croatia","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Ambrosia artemisiifolia","Health","Damage","Hungary","Hungary","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",9769949,93030,105.02,1.61e+11,7,2171,3.3,24.8,17.5,56.5,0.1,22.5,6.4
"Ambrosia artemisiifolia","Health","Damage","Germany","Germany","Ambrosia artemisiifolia","Ambrosia artemisiifolia L.","Ambrosia",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Amphibalanus improvisus","Authorities-Stakeholders","Management","Sweden","Sweden","Amphibalanus improvisus","Amphibalanus improvisus (Darwin, 1854)","Amphibalanus",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Amphibalanus improvisus","Authorities-Stakeholders","Management","Latvia","Latvia","Amphibalanus improvisus","Amphibalanus improvisus (Darwin, 1854)","Amphibalanus",1912789,64490,29.66,34117202555,4,1150,4,18.9,10.6,64.2,1.1,54.7,6.6
"Amphibalanus improvisus","Authorities-Stakeholders","Management","Denmark","Denmark","Amphibalanus improvisus","Amphibalanus improvisus (Darwin, 1854)","Amphibalanus",5818553,42920,135.57,3.48e+11,1,68,1.2,21.2,13.7,64.7,0,15.7,10
"Amphibalanus improvisus","Authorities-Stakeholders","Management","Germany","Germany","Amphibalanus improvisus","Amphibalanus improvisus (Darwin, 1854)","Amphibalanus",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Amphibalanus improvisus","Authorities-Stakeholders","Management","Portugal","Portugal","Amphibalanus improvisus","Amphibalanus improvisus (Darwin, 1854)","Amphibalanus",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Amphibalanus improvisus","Authorities-Stakeholders","Management","Bulgaria","Bulgaria","Amphibalanus improvisus","Amphibalanus improvisus (Darwin, 1854)","Amphibalanus",6975761,111000,62.84,67927179737,5,1808,3.2,21.7,NA,61.4,0.2,35.7,7.1
"Amphibalanus improvisus","Authorities-Stakeholders","Management","France","France","Amphibalanus improvisus","Amphibalanus improvisus (Darwin, 1854)","Amphibalanus",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Amphibalanus improvisus","Authorities-Stakeholders","Management","Croatia","Croatia","Amphibalanus improvisus","Amphibalanus improvisus (Darwin, 1854)","Amphibalanus",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Amphibalanus improvisus","Authorities-Stakeholders","Management","Belgium","Belgium","Amphibalanus improvisus","Amphibalanus improvisus (Darwin, 1854)","Amphibalanus",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Amphibalanus improvisus","Authorities-Stakeholders","Management","Italy","Italy","Amphibalanus improvisus","Amphibalanus improvisus (Darwin, 1854)","Amphibalanus",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Amphibalanus improvisus","Authorities-Stakeholders","Management","Netherlands","Netherlands","Amphibalanus improvisus","Amphibalanus improvisus (Darwin, 1854)","Amphibalanus",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Amphibalanus improvisus","Authorities-Stakeholders","Management","Lithuania","Lithuania","Amphibalanus improvisus","Amphibalanus improvisus (Darwin, 1854)","Amphibalanus",2786844,65286.00098,42.69,54219315600,4,1273,3.1,25.2,16.1,61.5,0.3,35.1,7
"Amphibalanus improvisus","Authorities-Stakeholders","Management","Poland","Poland","Amphibalanus improvisus","Amphibalanus improvisus (Darwin, 1854)","Amphibalanus",37970874,312680,121.44,5.92e+11,7,2788,2.3,28,16.5,57.6,0.2,30.9,6.4
"Amphibalanus improvisus","Authorities-Stakeholders","Management","Spain","Spain","Amphibalanus improvisus","Amphibalanus improvisus (Darwin, 1854)","Amphibalanus",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Amphibalanus improvisus","Authorities-Stakeholders","Management","Romania","Romania","Amphibalanus improvisus","Amphibalanus improvisus (Darwin, 1854)","Amphibalanus",19356544,238400,81.19,2.5e+11,5,2508,4.1,27,17,59.3,0.2,30.1,5.7
"Amphibalanus improvisus","Authorities-Stakeholders","Management","Estonia","Estonia","Amphibalanus improvisus","Amphibalanus improvisus (Darwin, 1854)","Amphibalanus",1326590,45340,29.26,31386949981,2,633,2.5,23,13.1,61.3,0.9,57,6.7
"Amphibalanus improvisus","Authorities-Stakeholders","Management","Ireland","Ireland","Amphibalanus improvisus","Amphibalanus improvisus (Darwin, 1854)","Amphibalanus",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Amphibalanus improvisus","Authorities-Stakeholders","Management","Finland","Finland","Amphibalanus improvisus","Amphibalanus improvisus (Darwin, 1854)","Amphibalanus",5520314,338450,16.31,2.69e+11,3,2690,2.3,23.9,14.4,60.2,0.3,73.7,9.2
"Anoplophora chinensis","Authorities-Stakeholders","Management","Netherlands","Netherlands","Anoplophora chinensis","Anoplophora chinensis (Forster, 1771)","Anoplophora",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Anoplophora chinensis","Authorities-Stakeholders","Management","France","France","Anoplophora chinensis","Anoplophora chinensis (Forster, 1771)","Anoplophora",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Anoplophora chinensis","Authorities-Stakeholders","Management","Denmark","Denmark","Anoplophora chinensis","Anoplophora chinensis (Forster, 1771)","Anoplophora",5818553,42920,135.57,3.48e+11,1,68,1.2,21.2,13.7,64.7,0,15.7,10
"Anoplophora chinensis","Authorities-Stakeholders","Management","Belgium","Belgium","Anoplophora chinensis","Anoplophora chinensis (Forster, 1771)","Anoplophora",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Anoplophora chinensis","Authorities-Stakeholders","Management","Austria","Austria","Anoplophora chinensis","Anoplophora chinensis (Forster, 1771)","Anoplophora",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Anoplophora chinensis","Authorities-Stakeholders","Management","Sweden","Sweden","Anoplophora chinensis","Anoplophora chinensis (Forster, 1771)","Anoplophora",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Anoplophora chinensis","Authorities-Stakeholders","Management","Germany","Germany","Anoplophora chinensis","Anoplophora chinensis (Forster, 1771)","Anoplophora",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Anoplophora chinensis","Authorities-Stakeholders","Management","Croatia","Croatia","Anoplophora chinensis","Anoplophora chinensis (Forster, 1771)","Anoplophora",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Anoplophora chinensis","Authorities-Stakeholders","Management","Italy","Italy","Anoplophora chinensis","Anoplophora chinensis (Forster, 1771)","Anoplophora",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Anoplophora glabripennis","Authorities-Stakeholders","Management","Germany","Germany","Anoplophora glabripennis","Anoplophora glabripennis (Motschulsky, 1854)","Anoplophora",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Anoplophora glabripennis","Authorities-Stakeholders","Management","Sweden","Sweden","Anoplophora glabripennis","Anoplophora glabripennis (Motschulsky, 1854)","Anoplophora",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Anoplophora glabripennis","Authorities-Stakeholders","Management","Italy","Italy","Anoplophora glabripennis","Anoplophora glabripennis (Motschulsky, 1854)","Anoplophora",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Anoplophora glabripennis","Authorities-Stakeholders","Management","France","France","Anoplophora glabripennis","Anoplophora glabripennis (Motschulsky, 1854)","Anoplophora",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Anoplophora glabripennis","Authorities-Stakeholders","Management","Austria","Austria","Anoplophora glabripennis","Anoplophora glabripennis (Motschulsky, 1854)","Anoplophora",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Anoplophora glabripennis","Authorities-Stakeholders","Management","Belgium","Belgium","Anoplophora glabripennis","Anoplophora glabripennis (Motschulsky, 1854)","Anoplophora",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Anoplophora glabripennis","Authorities-Stakeholders","Management","France","France","Anoplophora glabripennis","Anoplophora glabripennis (Motschulsky, 1854)","Anoplophora",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Anoplophora glabripennis","Authorities-Stakeholders","Management","Netherlands","Netherlands","Anoplophora glabripennis","Anoplophora glabripennis (Motschulsky, 1854)","Anoplophora",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Arctotheca calendula","Authorities-Stakeholders","Management","Italy","Italy","Arctotheca calendula","Arctotheca calendula (L.) Levyns","Arctotheca",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Arctotheca calendula","Authorities-Stakeholders","Management","Spain","Spain","Arctotheca calendula","Arctotheca calendula (L.) Levyns","Arctotheca",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Arctotheca calendula","Authorities-Stakeholders","Management","Greece","Greece","Arctotheca calendula","Arctotheca calendula (L.) Levyns","Arctotheca",10716322,131960,81.21,2.1e+11,4,1228,3.8,13.3,8,69.5,0,30.3,7.8
"Arctotheca calendula","Authorities-Stakeholders","Management","Portugal","Portugal","Arctotheca calendula","Arctotheca calendula (L.) Levyns","Arctotheca",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Arctotheca calendula","Authorities-Stakeholders","Management","Czechia","Czech Republic","Arctotheca calendula","Arctotheca calendula (L.) Levyns","Arctotheca",10669709,78870,135.28,2.46e+11,4,1881,1.9,31.5,22.6,57,0.3,34.7,7.8
"Arctotheca calendula","Authorities-Stakeholders","Management","Netherlands","Netherlands","Arctotheca calendula","Arctotheca calendula (L.) Levyns","Arctotheca",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Arctotheca calendula","Authorities-Stakeholders","Management","France","France","Arctotheca calendula","Arctotheca calendula (L.) Levyns","Arctotheca",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Arctotheca calendula","Authorities-Stakeholders","Management","Italy","Italy","Arctotheca calendula","Arctotheca calendula (L.) Levyns","Arctotheca",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Arion lusitanicus","Public and social welfare","Damage","Netherlands","Netherlands","Arion lusitanicus","Arion lusitanicus J.Mabille, 1868","Arion",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Arion lusitanicus","Public and social welfare","Damage","Estonia","Estonia","Arion lusitanicus","Arion lusitanicus J.Mabille, 1868","Arion",1326590,45340,29.26,31386949981,2,633,2.5,23,13.1,61.3,0.9,57,6.7
"Arion lusitanicus","Public and social welfare","Damage","Latvia","Latvia","Arion lusitanicus","Arion lusitanicus J.Mabille, 1868","Arion",1912789,64490,29.66,34117202555,4,1150,4,18.9,10.6,64.2,1.1,54.7,6.6
"Arion lusitanicus","Public and social welfare","Damage","Romania","Romania","Arion lusitanicus","Arion lusitanicus J.Mabille, 1868","Arion",19356544,238400,81.19,2.5e+11,5,2508,4.1,27,17,59.3,0.2,30.1,5.7
"Arion lusitanicus","Public and social welfare","Damage","Austria","Austria","Arion lusitanicus","Arion lusitanicus J.Mabille, 1868","Arion",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Arion lusitanicus","Public and social welfare","Damage","Czechia","Czech Republic","Arion lusitanicus","Arion lusitanicus J.Mabille, 1868","Arion",10669709,78870,135.28,2.46e+11,4,1881,1.9,31.5,22.6,57,0.3,34.7,7.8
"Arion lusitanicus","Public and social welfare","Damage","Denmark","Denmark","Arion lusitanicus","Arion lusitanicus J.Mabille, 1868","Arion",5818553,42920,135.57,3.48e+11,1,68,1.2,21.2,13.7,64.7,0,15.7,10
"Arion lusitanicus","Public and social welfare","Damage","Belgium","Belgium","Arion lusitanicus","Arion lusitanicus J.Mabille, 1868","Arion",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Arion lusitanicus","Public and social welfare","Damage","Poland","Poland","Arion lusitanicus","Arion lusitanicus J.Mabille, 1868","Arion",37970874,312680,121.44,5.92e+11,7,2788,2.3,28,16.5,57.6,0.2,30.9,6.4
