"Official_country","Cost_ID","InvaCost_ID","Repository","Reference_ID","Reference_title","Authors","Abstract","Publication_year","Language","Type_of_material","Previous_materials","Availability","Kingdom","Phylum","Class","Order","Family","Genus","Species","Subspecies","Common_name","Environment","Environment_IAS","HabitatVerbatim","Habitat","urbanArea","protectedArea","Island","Geographic_region","State.Province.Administrative_area","Location","Spatial_scale","Period_of_estimation","Time_range","Probable_starting_year","Probable_ending_year","Probable_starting_year_adjusted","Probable_ending_year_adjusted","Occurrence","Raw_cost_estimate_original_currency","Min_Raw_cost_estimate_original_currency","Max_Raw_cost_estimate_original_currency","Raw_cost_estimate_2017_USD_exchange_rate","Raw_cost_estimate_2017_USD_PPP","Cost_estimate_per_year_original_currency","Cost_estimate_per_year_2017_USD_exchange_rate","Cost_estimate_per_year_2017_USD_PPP","Currency","Applicable_year","Type_of_applicable_year","Implementation","Acquisition_method","Impacted_sector","Type_of_cost","Type_of_cost_merged","Management_type","Method_reliability","Method_reliability_refined","Method_reliability_Explanation","Method_reliability_Expert_Name","Overlap","Benefit_value.s.","Details","Initial.contributors_names","Double.checking","cost","cost_bil","cost_mil","Population_2019","Surface_area_km2","Density_2019","GDP_2019","Neighbouring_countries","Km_land_borders","log.cost","Agri_forest_fish_perc_gdp","Industry_perc_gdp","Manufacturing_perc_gdp","Services_perc_gdp","Forest_rents_perc_gdp","Forest_area_perc_landarea","Health_expend_perc_gdp"
"Spain","NE1122","IC_2.1_1121","TC","SP_29","Actuaciones de control de especies invasoras. Memoria Anual 2014","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2015,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Cenchrus","Cenchrus longisetus",NA,NA,"Terrestrial","Terrestrial","Uncultivated fields",NA,"other",NA,"N","Europe","Valencia","Betera","Site","2014","Year",2014,2014,2014,2014,"One-time",204.8,NA,NA,281.711882736972,320.147348412396,204.8,281.711882736972,320.147348412396,"EUR",2014,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Baldios","Liliana Ballesteros-Mejia/Elena Angulo","Yes",281.711882736972,2.81711882736972e-07,0.000281711882736972,47076781,505935,93.05,1.39e+12,5,1918,5.64088485623255,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE1123","IC_2.1_1122","TC","SP_29","Actuaciones de control de especies invasoras. Memoria Anual 2014","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2015,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Robinia","Robinia pseudoacacia",NA,NA,"Terrestrial","Terrestrial","Uncultivated fields",NA,"other",NA,"N","Europe","Valencia","Bocairent","Site","2014","Year",2014,2014,2014,2014,"One-time",1062.4,NA,NA,1461.38039169804,1660.76436988931,1062.4,1461.38039169804,1660.76436988931,"EUR",2014,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Baldios.  Species name in the document is a synonym. Original name in document = Robinia pseudacacia","Liliana Ballesteros-Mejia/Elena Angulo","Yes",1461.38039169804,1.46138039169804e-06,0.00146138039169804,47076781,505935,93.05,1.39e+12,5,1918,7.28713674178937,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE1124","IC_2.1_1123","TC","SP_29","Actuaciones de control de especies invasoras. Memoria Anual 2014","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2015,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Washingtonia","Washingtonia filifera",NA,"American cotton palm","Terrestrial","Terrestrial","Uncultivated fields",NA,"other",NA,"N","Europe","Valencia","Vinaroz","Site","2014","Year",2014,2014,2014,2014,"One-time",384,NA,NA,528.209780131823,600.276278273243,384,528.209780131823,600.276278273243,"EUR",2014,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Baldios","Liliana Ballesteros-Mejia/Elena Angulo","Yes",528.209780131823,5.28209780131823e-07,0.000528209780131823,47076781,505935,93.05,1.39e+12,5,1918,6.26949351565493,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE113","IC_2.1_113","TC","SP_19","ACTUACIONES REALIZADAS EN EL PRINCIPADO DE ASTURIAS PARA EL ESTUDIO, CONTROL Y ERRADICACIÓN DE ESPECIES INVASORAS. AÑOS 2008-2019","Teresa Sánchez Corominas- Dirección General de Medio Natural- Consejería de Desarrollo Rural- Agroganadería y Pesca del Principado de Asturias",NA,2020,"Spanish","Unpublished material",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Cortaderia","Cortaderia selloana",NA,"Pampa grass","Terrestrial","Terrestrial",NA,NA,"other",NA,"N","Europe","Asturias","Asturias","Site","2018","Year",2018,2018,2018,2018,"One-time",440000,NA,NA,507230.457872792,662971.730747059,440000,507230.457872792,662971.730747059,"EUR",2018,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Ejecución Plan de Acción contra el plumero de la Pampa","Elena Angulo/Liliana Ballesteros-Mejia","Yes",507230.457872792,0.000507230457872792,0.507230457872792,47076781,505935,93.05,1.39e+12,5,1918,13.1367207313132,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE1136","IC_2.1_1130","TC","SP_24","Actuaciones de control de especies invasoras. Memoria Anual 2010","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2011,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Arundo","Arundo donax",NA,"Robust reed","Terrestrial","Terrestrial",NA,NA,"other","N","N","Europe","Valencia","Valencia Autonomous Region","Site","2009","Year",2009,2009,2009,2009,"One-time",6144,NA,NA,9791.14492391059,9769.67900535382,6144,9791.14492391059,9769.67900535382,"EUR",2009,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Pg.2","Virginia G. Duboscq-Carra/Elena Angulo","Yes",9791.14492391059,9.79114492391059e-06,0.00979114492391059,47076781,505935,93.05,1.39e+12,5,1918,9.18923367699211,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE1137","IC_2.1_1131","TC","SP_24","Actuaciones de control de especies invasoras. Memoria Anual 2010","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2011,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Acacia","Acacia cyclops",NA,"Western Coastal Wattle","Terrestrial","Terrestrial","Dune ecosystem","5","other","N","N","Europe","Valencia","Elche/Guardamar","Site","2008","Year",2008,2008,2008,2008,"One-time",3328,NA,NA,5572.5339949904,5219.85204970516,3328,5572.5339949904,5219.85204970516,"EUR",2008,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Eradication","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Pg.3","Virginia G. Duboscq-Carra/Elena Angulo","Yes",5572.5339949904,5.5725339949904e-06,0.0055725339949904,47076781,505935,93.05,1.39e+12,5,1918,8.62560516573319,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE1138","IC_2.1_1132","TC","SP_24","Actuaciones de control de especies invasoras. Memoria Anual 2010","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2011,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Acacia","Acacia cyclops",NA,"Western Coastal Wattle","Terrestrial","Terrestrial","Dune ecosystem","5","other","N","N","Europe","Valencia","Elche/Guardamar","Site","2009","Year",2009,2009,2009,2009,"One-time",1664,NA,NA,2651.76841689245,2645.95473061666,1664,2651.76841689245,2645.95473061666,"EUR",2009,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Eradication","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Pg.3","Virginia G. Duboscq-Carra/Elena Angulo","Yes",2651.76841689245,2.65176841689245e-06,0.00265176841689245,47076781,505935,93.05,1.39e+12,5,1918,7.88298202354576,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE1139","IC_2.1_1133","TC","SP_24","Actuaciones de control de especies invasoras. Memoria Anual 2010","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2011,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Abutilon","Abutilon theophrasti",NA,"velvet leaf","Terrestrial","Terrestrial","Dune ecosystem","5","other","N","N","Europe","Valencia","Cabanes","Site","2010","Year",2010,2010,2010,2010,"One-time",87.04,NA,NA,129.71212163623,134.587953313739,87.04,129.71212163623,134.587953313739,"EUR",2010,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Eradication","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Pg.3","Virginia G. Duboscq-Carra/Elena Angulo","Yes",129.71212163623,1.2971212163623e-07,0.00012971212163623,47076781,505935,93.05,1.39e+12,5,1918,4.86531754598568,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE1140","IC_2.1_1134","TC","SP_24","Actuaciones de control de especies invasoras. Memoria Anual 2010","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2011,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Acacia","Acacia cyclops",NA,"Western Coastal Wattle","Terrestrial","Terrestrial","Dune ecosystem","5","other","N","N","Europe","Valencia","Elche","Site","2010","Year",2010,2010,2010,2010,"One-time",1326.08,NA,NA,1976.20232375198,2050.48705342697,1326.08,1976.20232375198,2050.48705342697,"EUR",2010,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Eradication","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Pg.3","Virginia G. Duboscq-Carra/Elena Angulo","Yes",1976.20232375198,1.97620232375198e-06,0.00197620232375198,47076781,505935,93.05,1.39e+12,5,1918,7.588932263629,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE1141","IC_2.1_1135","TC","SP_24","Actuaciones de control de especies invasoras. Memoria Anual 2010","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2011,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Acacia","Acacia cyclops",NA,"Western Coastal Wattle","Terrestrial","Terrestrial","Dune ecosystem","5","other","N","N","Europe","Valencia","Guardamar del Segura","Site","2010","Year",2010,2010,2010,2010,"One-time",396.8,NA,NA,591.334672165168,613.562728342047,396.8,591.334672165168,613.562728342047,"EUR",2010,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Eradication","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Pg.3","Virginia G. Duboscq-Carra/Elena Angulo","Yes",591.334672165168,5.91334672165168e-07,0.000591334672165168,47076781,505935,93.05,1.39e+12,5,1918,6.38238213828876,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE1016","IC_2.1_1015","TC","SP_29","Actuaciones de control de especies invasoras. Memoria Anual 2014","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2015,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Agave","Agave americana",NA,"American aloe","Terrestrial","Terrestrial","Shrubland & Forests",NA,"other",NA,"N","Europe","Valencia","Traiguera","Site","2014","Year",2014,2014,2014,2014,"One-time",204.8,NA,NA,281.711882736972,320.147348412396,204.8,281.711882736972,320.147348412396,"EUR",2014,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Matorrales y bosques","Liliana Ballesteros-Mejia/Elena Angulo","Yes",281.711882736972,2.81711882736972e-07,0.000281711882736972,47076781,505935,93.05,1.39e+12,5,1918,5.64088485623255,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE1143","IC_2.1_1137","TC","SP_24","Actuaciones de control de especies invasoras. Memoria Anual 2010","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2011,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Agave","Agave americana",NA,"American aloe","Terrestrial","Terrestrial","Dune ecosystem","5","other","N","N","Europe","Valencia","Elche","Site","2010","Year",2010,2010,2010,2010,"One-time",856.32,NA,NA,1276.13837315644,1324.10795245429,856.32,1276.13837315644,1324.10795245429,"EUR",2010,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Eradication","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Pg.3","Virginia G. Duboscq-Carra/Elena Angulo","Yes",1276.13837315644,1.27613837315644e-06,0.00127613837315644,47076781,505935,93.05,1.39e+12,5,1918,7.1515939009378,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE1018","IC_2.1_1017","TC","SP_29","Actuaciones de control de especies invasoras. Memoria Anual 2014","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2015,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Agave","Agave americana",NA,"American aloe","Terrestrial","Terrestrial","Shrubland & Forests",NA,"other",NA,"N","Europe","Valencia","Vall de Almonacid","Site","2014","Year",2014,2014,2014,2014,"One-time",716.8,NA,NA,985.991589579402,1120.51571944339,716.8,985.991589579402,1120.51571944339,"EUR",2014,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Control","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Matorrales y bosques","Liliana Ballesteros-Mejia/Elena Angulo","Yes",985.991589579402,9.85991589579402e-07,0.000985991589579402,47076781,505935,93.05,1.39e+12,5,1918,6.89364782472792,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE1145","IC_2.1_1139","TC","SP_24","Actuaciones de control de especies invasoras. Memoria Anual 2010","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2011,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Agave","Agave americana",NA,"American aloe","Terrestrial","Terrestrial","Dune ecosystem","5","other","N","N","Europe","Valencia","Oliva","Site","2010","Year",2010,2010,2010,2010,"One-time",32,NA,NA,47.68828001332,49.4808651888748,32,47.68828001332,49.4808651888748,"EUR",2010,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Eradication","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Pg.3","Virginia G. Duboscq-Carra/Elena Angulo","Yes",47.68828001332,4.768828001332e-08,4.768828001332e-05,47076781,505935,93.05,1.39e+12,5,1918,3.86468566567777,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE1146","IC_2.1_1140","TC","SP_24","Actuaciones de control de especies invasoras. Memoria Anual 2010","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2011,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Agave","Agave americana",NA,"American aloe","Terrestrial","Terrestrial","Dune ecosystem","5","other","N","N","Europe","Valencia","Piles","Site","2010","Year",2010,2010,2010,2010,"One-time",458.24,NA,NA,682.896169790743,708.565989504687,458.24,682.896169790743,708.565989504687,"EUR",2010,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Eradication","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Pg.3","Virginia G. Duboscq-Carra/Elena Angulo","Yes",682.896169790743,6.82896169790743e-07,0.000682896169790743,47076781,505935,93.05,1.39e+12,5,1918,6.52634282721027,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE1147","IC_2.1_1141","TC","SP_24","Actuaciones de control de especies invasoras. Memoria Anual 2010","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2011,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Agave","Agave americana",NA,"American aloe","Terrestrial","Terrestrial","Dune ecosystem","5","other","N","N","Europe","Valencia","Santa Pola","Site","2010","Year",2010,2010,2010,2010,"One-time",128,NA,NA,190.75312005328,197.923460755499,128,190.75312005328,197.923460755499,"EUR",2010,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Eradication","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Pg.3","Virginia G. Duboscq-Carra/Elena Angulo","Yes",190.75312005328,1.9075312005328e-07,0.00019075312005328,47076781,505935,93.05,1.39e+12,5,1918,5.25098002679766,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE1148","IC_2.1_1142","TC","SP_24","Actuaciones de control de especies invasoras. Memoria Anual 2010","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2011,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Agave","Agave americana",NA,"American aloe","Terrestrial","Terrestrial","Dune ecosystem","5","other","N","N","Europe","Valencia","Torrevieja","Site","2010","Year",2010,2010,2010,2010,"One-time",64,NA,NA,95.37656002664,98.9617303777495,64,95.37656002664,98.9617303777495,"EUR",2010,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Eradication","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Pg.3","Virginia G. Duboscq-Carra/Elena Angulo","Yes",95.37656002664,9.537656002664e-08,9.537656002664e-05,47076781,505935,93.05,1.39e+12,5,1918,4.55783284623772,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE1149","IC_2.1_1143","TC","SP_24","Actuaciones de control de especies invasoras. Memoria Anual 2010","Generalitat Valenciana- Consellería d'Infraestructures- Territori i Medi Ambient- Dirección General el Medio Natural",NA,2011,"Spanish","Official report",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Arundo","Arundo donax",NA,"Robust reed","Terrestrial","Terrestrial","Dune ecosystem","5","other","N","N","Europe","Valencia","Cabanes","Site","2010","Year",2010,2010,2010,2010,"One-time",92.16,NA,NA,137.342246438362,142.504891743959,92.16,137.342246438362,142.504891743959,"EUR",2010,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Eradication","Management","Post-invasion_management","High",NA,NA,NA,NA,"no","Pg.3","Virginia G. Duboscq-Carra/Elena Angulo","Yes",137.342246438362,1.37342246438362e-07,0.000137342246438362,47076781,505935,93.05,1.39e+12,5,1918,4.92247595982563,2.6,20.1,11,67.9,0,37.2,9.1
"Spain","NE115","IC_2.1_115","TC","SP_19","ACTUACIONES REALIZADAS EN EL PRINCIPADO DE ASTURIAS PARA EL ESTUDIO, CONTROL Y ERRADICACIÓN DE ESPECIES INVASORAS. AÑOS 2008-2019","Teresa Sánchez Corominas- Dirección General de Medio Natural- Consejería de Desarrollo Rural- Agroganadería y Pesca del Principado de Asturias",NA,2020,"Spanish","Unpublished material",NA,"Yes","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Cortaderia","Cortaderia selloana",NA,"Pampa grass","Terrestrial","Terrestrial",NA,NA,"other",NA,"N","Europe","Asturias","Asturias","Site","2019","Year",2019,2019,2019,2019,"One-time",4e+05,NA,NA,452910.901084767,591973.765190736,4e+05,452910.901084767,591973.765190736,"EUR",2019,"Effective","Observed","Report/Estimation","Authorities-Stakeholders","Research","Management","Knowledge funding","High",NA,NA,NA,NA,"no","Plan de actuación contra el plumero de la Pampa. Fase I. Año 2019","Elena Angulo/Liliana Ballesteros-Mejia","Yes",452910.901084767,0.000452910901084767,0.452910901084767,47076781,505935,93.05,1.39e+12,5,1918,13.0234506987728,2.6,20.1,11,67.9,0,37.2,9.1
