Location,Taxon,ScientificName
Austria,Crocus chrysanthus,Crocus chrysanthus (Herb.) Herb.
Austria,Crocus flavus,Crocus flavus Weston
Austria,Crocus heuffelianus,Crocus heuffelianus Herb.
Austria,Crocus neapolitanus,Crocus neapolitanus (Ker Gawl.) Loisel.
Austria,Crocus tommasinianus,Crocus tommasinianus Herb.
Austria,Crocus vernus,Crocus vernus (L.) Hill
Austria,Cronartium ribicola,Cronartium ribicola J.C.Fisch.
Austria,Cryphonectria parasitica,Cryphonectria parasitica (Murrill) M.E.Barr
Austria,Cryptocoryne crispatula,Cryptocoryne crispatula Engl.
Austria,Cryptocoryne crispatula subsp. balansae,
Austria,Cryptocoryne wendtii,Cryptocoryne wendtii de Wit
Austria,Cryptolaemus montrouzieri,"Cryptolaemus montrouzieri Mulsant, 1853"
Austria,Cryptolestes capensis,"Cryptolestes capensis (Waltl, 1834)"
Austria,Cryptolestes duplicatus,"Cryptolestes duplicatus (Waltl, 1839)"
Austria,Cryptolestes ferrugineus,"Cryptolestes ferrugineus (Stephens, 1831)"
Austria,Cryptolestes pusilloides,"Cryptolestes pusilloides (Steel & Howe, 1952)"
Austria,Cryptolestes pusillus,"Cryptolestes pusillus (Schénherr, 1817)"
Austria,Cryptolestes turcicus,"Cryptolestes turcicus (Grouvelle, 1876)"
Austria,Cryptophagus acutangulus,"Cryptophagus acutangulus Gyllenhal, 1827"
Austria,Cryptophagus cellaris,"Cryptophagus cellaris (Scopoli, 1763)"
Austria,Cryptophagus fallax,"Cryptophagus fallax Balfour-Browne, 1953"
Austria,Cryptophagus subfumatus,"Cryptophagus subfumatus Kraatz, 1856"
Austria,Cryptophilus integer,"Cryptophilus integer (Heer, 1841)"
Austria,Cryptophilus obliteratus,"Cryptophilus obliteratus Reitter, 1878"
Austria,Cryptopleurum subtile,"Cryptopleurum subtile Sharp, 1884"
Austria,"Cryptopygus thermophilus (Axelson, 1900)",
Austria,Cryptotaenia canadensis,Cryptotaenia canadensis (L.) DC.
Austria,Ctenolepisma longicaudatum,"Ctenolepisma longicaudatum Escherich, 1905"
Austria,Ctenopharyngodon idella,"Ctenopharyngodon idella (Valenciennes, 1844)"
Austria,Cucumis melo,Cucumis melo L.
Austria,Cumminsiella mirabilissima,Cumminsiella mirabilissima (Peck) Nannf.
Austria,Cuscuta pentagona,Cuscuta pentagona Engelm.
Austria,Cyclops vicinus,
Austria,"Cyclops vicinus Uljanin, 1875",
Austria,Cydalima perspectalis,"Cydalima perspectalis (Walker, 1859)"
Austria,Cydonia oblonga,Cydonia oblonga Mill.
Austria,Cygnus atratus,"Cygnus atratus (Latham, 1790)"
Austria,Cygnus olor,"Cygnus olor (Gmelin, 1789)"
Austria,Cylindrodesmus hirsutus,"Cylindrodesmus hirsutus Pocock, 1889"
Austria,Cylindroiulus britannicus,"Cylindroiulus britannicus (Verhoeff, 1891)"
Austria,Cylindroiulus caeruleocinctus,"Cylindroiulus caeruleocinctus (Wood, 1864)"
Austria,Cylindroiulus latestriatus,"Cylindroiulus latestriatus (Curtis, 1845)"
Austria,Cylindroiulus punctatus,"Cylindroiulus punctatus (Leach, 1815)"
Austria,Cylindroiulus truncorum,"Cylindroiulus truncorum (Silvestri, 1896)"
Austria,Cymbalaria muralis,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb."
Austria,Cynara cardunculus,Cynara cardunculus L.
Austria,Cynodon dactylon,Cynodon dactylon (L.) Pers.
Austria,Cynosurus echinatus,Cynosurus echinatus L.
Austria,Cyperus eragrostis,Cyperus eragrostis Lam.
Austria,Cyperus esculentus,Cyperus esculentus L.
Austria,Cyperus glomeratus,Cyperus glomeratus L.
Austria,Cyperus longus,Cyperus longus L.
Austria,Cyperus lupulinus,Cyperus lupulinus (Spreng.) Marcks
Austria,Cyperus rotundus,Cyperus rotundus L.
Austria,Cytisus scoparius,Cytisus scoparius (L.) Link
Austria,Dactylispa pallidipennis,"Dactylispa pallidipennis (Motschulsky, 1861)"
Austria,Dactylogyrus vastator,"Dactylogyrus vastator Nybelin, 1924"
Austria,Dactylogyrus yinwenyingae,"Dactylogyrus yinwenyingae Gusev, 1962"
Austria,Dactylosphaera vitifolii,
Austria,Dactylosternum abdominale,"Dactylosternum abdominale (Fabricius, 1792)"
Austria,Daktulosphaira vitifoliae,"Daktulosphaira vitifoliae (Fitch, 1855)"
Austria,Dama dama,"Dama dama (Linnaeus, 1758)"
Austria,Daphnia parvula,"Daphnia parvula Fordyce, 1901"
Austria,Datura ferox,Datura ferox L.
Austria,Datura stramonium,Datura stramonium L.
Austria,Daucosma laciniata,
Austria,Daucus carota sativus,Daucus carota subsp. sativus (Hoffm.) Schübl. & Martens
Austria,Delphinium consolida,Delphinium consolida L.
Austria,Delphinium orientale,Delphinium orientale Gay
Austria,Dendrocoelum romanodanubiale,"Dendrocoelum romanodanubiale (Codreanu, 1949)"
Austria,Deraeocoris flavilinea,"Deraeocoris flavilinea (A.Costa, 1862)"
Austria,Dermestes carnivorus,"Dermestes carnivorus Fabricius, 1775"
Austria,Dermestes maculatus,"Dermestes maculatus DeGeer, 1774"
Austria,Dermestes peruvianus,"Dermestes peruvianus Laporte de Castelnau, 1840"
Austria,Deroceras panormitanum,"Deroceras panormitanum (Lessona & Pollonera, 1882)"
Austria,Deroceras reticulatum,"Deroceras reticulatum (O.F.Müller, 1774)"
Austria,Deroceras sturanyi,"Deroceras sturanyi (Simroth, 1894)"
Austria,Desoria trispinata,"Desoria trispinata (Mac Gillivray, 1896)"
Austria,Deutzia gracilis,Deutzia gracilis Siebold & Zucc.
Austria,Diabrotica virgifera,
Austria,Diabrotica virgifera virgifera,Diabrotica virgifera virgifera
Austria,Dianthus gratianopolitanus,Dianthus gratianopolitanus Vill.
Austria,Diaspidiotus perniciosus,"Diaspidiotus perniciosus (Comstock, 1881)"
Austria,Dichrooscytus gustavi,"Dichrooscytus gustavi Josifov, 1981"
Austria,Dicranolasma scabrum,"Dicranolasma scabrum (Herbst, 1799)"
Austria,Didymascella thujina,Didymascella thujina (E.J.Durand) Maire
Austria,Didymella lycopersici,Didymella lycopersici Kleb.
Austria,Dienerella costulata,"Dienerella costulata (Reitter, 1877)"
Austria,Dienerella filum,"Dienerella filum (Aubé, 1850)"
Austria,Dienerella pilifera,"Dienerella pilifera (Reitter, 1875)"
Austria,Diestrammena asynamora,"Diestrammena asynamora (Adelung, 1902)"
Austria,Digitalis lanata,Digitalis lanata Ehrh.
Austria,Digitalis purpurea,Digitalis purpurea L.
Austria,Digitaria sanguinalis subsp. pectiniformis Henrard,
Austria,Dikerogammarus bispinosus,"Dikerogammarus bispinosus Martynov, 1925"
Austria,Dikerogammarus haemobaphes,"Dikerogammarus haemobaphes (Eichwald, 1841)"
Austria,Dikerogammarus villosus,"Dikerogammarus villosus (Sowinsky, 1894)"
Austria,Dinoderus bifoveolatus,"Dinoderus bifoveolatus (Wollaston, 1858)"
Austria,Dinoderus minutus,"Dinoderus minutus (Fabricius, 1775)"
Austria,Diplotaxis muralis,Diplotaxis muralis (L.) DC.
Austria,Dipsacus sativus,Dipsacus sativus (L.) Honck.
Austria,Diuraphis noxia,"Diuraphis noxia (Kurdjumov, 1913)"
Austria,Dohrniphora cornuta,"Dohrniphora cornuta (Bigot, 1857)"
Austria,Doronicum pardalianches,Doronicum pardalianches L.
Austria,Dorypteryx pallida,"Dorypteryx pallida Aaron, 1883"
Austria,Draba muralis,"Draba muralis Hook., 1830"
Austria,Draba nemorosa,Draba nemorosa L.
Austria,Dracocephalum parviflorum,Dracocephalum parviflorum Nutt.
Austria,Dracocephalum thymiflorum,Dracocephalum thymiflorum L.
Austria,Dreissena polymorpha,"Dreissena polymorpha (Pallas, 1771)"
Austria,Drepanopeziza punctiformis,Drepanopeziza punctiformis Gremmen
Austria,Drepanothrix dentata,"Drepanothrix dentata (Eurén, 1861)"
Austria,Drosophila suzukii,"Drosophila suzukii (Matsumura, 1931)"
Austria,Drosophila tsigana,"Drosophila tsigana Burla & Gloor, 1952"
Austria,Dryocosmus kuriphilus,"Dryocosmus kuriphilus Yasumatsu, 1951"
Austria,Dysdera crocata,"Dysdera crocata C.L.Koch, 1838"
Austria,Dysphania aristata,Dysphania aristata (L.) Mosyakin & Clemants
Austria,Dysphania botrys,Dysphania botrys (L.) Mosyakin & Clemants
Austria,Dysphania pumilio,Dysphania pumilio (R.Br.) Mosyakin & Clemants
Austria,Echinacea purpurea,Echinacea purpurea (L.) Moench
Austria,Echinochloa colonum,"Echinochloa colonum Linnaeus, 1759"
Austria,Echinochloa crus-galli,Echinochloa crus-galli (L.) P.Beauv.
Austria,Echinochloa crus-galli subsp. spiralis (Vasinger) Tzvelev,
Austria,Echinochloa muricata,Echinochloa muricata (P.Beauv.) Fernald
Austria,Echinocystis lobata,Echinocystis lobata (Michx.) Torr. & A.Gray
Austria,Echinodorus cordifolius,Echinodorus cordifolius (L.) Griseb.
Austria,Echinogammarus ischnus,"Echinogammarus ischnus (Stebbing, 1899)"
Austria,Echinogammarus trichiatus,"Echinogammarus trichiatus (Martynov, 1932)"
Austria,Echinops banaticus,"Echinops banaticus Rochel & Borza, 1942"
Austria,Echinops exaltatus,Echinops exaltatus Schrad.
Austria,Echinothrips americanus,"Echinothrips americanus Morgan, 1913"
Austria,Echium italicum,Echium italicum L.
Austria,Echium plantagineum,Echium plantagineum L.
Austria,Ectopsocus meridionalis,"Ectopsocus meridionalis Ribaga, 1904"
Austria,Edaphus lederi,"Edaphus lederi Eppelsheim, 1878"
Austria,Egeria densa,Egeria densa Planch.
Austria,Eilema caniola,"Eilema caniola (Hübner, 1808)"
Austria,Elaeagnus angustifolia,Elaeagnus angustifolia L.
Austria,Elatine ambigua,Elatine ambigua Wight
Austria,Elatobium abietinum,"Elatobium abietinum (F.Walker, 1849)"
Austria,Elodea canadensis,Elodea canadensis Michx.
Austria,Elodea nuttallii,Elodea nuttallii (Planch.) H.St.John
Austria,Elsholtzia stauntonii,Elsholtzia stauntonii Benth.
Austria,Elymus bannaticus,
Austria,Elymus elongatus subsp. ponticus,
Austria,Emys orbicularis,"Emys orbicularis (Linnaeus, 1758)"
Austria,Encarsia berlesei,"Encarsia berlesei (Howard, 1906)"
Austria,Encarsia formosa,"Encarsia formosa Gahan, 1924"
Austria,Encarsia perniciosi,"Encarsia perniciosi (Tower, 1913)"
Austria,Entoleuca mammata,Entoleuca mammata (Wahlenb.) J.D.Rogers & Y.M.Ju
Austria,Entyloma calendulae,Entyloma calendulae (Oudem.) de Bary
Austria,Entyloma dahliae,Entyloma dahliae Syd. & P.Syd.
Austria,Entyloma gaillardianum,Entyloma gaillardianum Vánky
Austria,Eobania vermiculata,"Eobania vermiculata (O.F.Müller, 1774)"
Austria,Epauloecus unicolor,"Epauloecus unicolor (Piller & Mitterpacher, 1783)"
Austria,Ephestia elutella,"Ephestia elutella (Hübner, 1796)"
Austria,Ephestia kuehniella,"Ephestia kuehniella Zeller, 1879"
Austria,Epilobium ciliatum,Epilobium ciliatum Raf.
Austria,Epilobium ciliatum x montanum,Epilobium ciliatum x montanum
Austria,Epilobium ciliatum x obscurum,Epilobium ciliatum x obscurum
Austria,Epilobium ciliatum x palustre,Epilobium ciliatum x palustre
Austria,Epilobium ciliatum x parviflorum,Epilobium ciliatum x parviflorum
Austria,Epilobium ciliatum x roseum,Epilobium ciliatum x roseum
Austria,Epilobium ciliatum x tetragonum,Epilobium ciliatum x tetragonum
Austria,Epinotia cedricida,"Epinotia cedricida Diakonoff, 1969"
Austria,Epuraea ocularis,"Epuraea ocularis Fairmaire, 1849"
Austria,Eragrostis cilianensis,Eragrostis cilianensis (All.) Janch.
Austria,Eragrostis curvula,Eragrostis curvula (Schrad.) Nees
Austria,Eragrostis pilosa,Eragrostis pilosa (L.) P.Beauv.
Austria,Eranthis hyemalis,Eranthis hyemalis (L.) Salisb.
Austria,Eratigena atrica,"Eratigena atrica (C.L.Koch, 1843)"
Austria,Erechtites hieraciifolia,Erechtites hieraciifolia (L.) Raf. ex DC.
Austria,Erica spiculifolia,Erica spiculifolia Salisb.
Austria,Erica tetralix,Erica tetralix L.
Austria,Erigeron annuus,Erigeron annuus (L.) Pers.
Austria,Erigeron annuus sub. strigosus,
Austria,Erigeron annuus subsp. annuus,
Austria,Erigeron annuus subsp. septentrionalis,
Austria,Erigeron annuus subsp. septentrionalis (Fernald & Wiegand) Wagenitz,
Austria,Erigeron canadensis,Erigeron canadensis L.
Austria,Erigeron philadelphicus,Erigeron philadelphicus L.
Austria,Erigeron speciosus,Erigeron speciosus (Lindl.) DC.
Austria,Erigeron strigosus,Erigeron strigosus Muhl. ex Willd.
Austria,Erigeron sumatrensis,Erigeron sumatrensis Retz.
Austria,Eriocheir sinensis,"Eriocheir sinensis H.Milne Edwards, 1853"
Austria,Eriosoma lanigerum,"Eriosoma lanigerum (Hausmann, 1802)"
Austria,Erodium ciconium,Erodium ciconium (L.) L'Hér.
Austria,Eruca sativa,Eruca sativa Hill
Austria,Erucastrum gallicum,Erucastrum gallicum (Willd.) O.E.Schulz
Austria,Erwinia amylovora,"Erwinia amylovora (Burrill, 1882) Winslow et al., 1920"
Austria,Erysimum aureum,Erysimum aureum M.Bieb.
Austria,Erysimum capitatum x hieraciifolium,
Austria,Erysimum cheiri,Erysimum cheiri (L.) Crantz
Austria,Erysimum pulchellum,Erysimum pulchellum (Willd.) J.Gay
Austria,Erysiphe alphitoides,Erysiphe alphitoides (Griffon & Maubl.) U.Braun & S.Takam.
Austria,Erysiphe euonymi-japonici,Erysiphe euonymi-japonici U.Braun & S.Takam.
Austria,Erysiphe flexuosa,Erysiphe flexuosa (Peck) U.Braun & S.Takam.
Austria,Erysiphe mougeotii,Erysiphe mougeotii (Lév.) de Bary
Austria,Erysiphe necator,Erysiphe necator Schwein.
Austria,Erysiphe paeoniae,Erysiphe paeoniae R.Y.Zheng & G.Q.Chen
Austria,Erysiphe syringae,Erysiphe syringae Schwein.
Austria,Erysiphe vanbruntiana,Erysiphe vanbruntiana (W.R.Gerard) U.Braun & S.Takam.
Austria,Erythranthe guttata,Erythranthe guttata (DC.) G.L.Nesom
Austria,Euclidium syriacum,Euclidium syriacum (L.) W.T.Aiton
Austria,Eulissus chalybaeus,"Eulissus chalybaeus Mannerheim, 1830"
Austria,Euphorbia falcata,Euphorbia falcata L.
Austria,Euphorbia glyptosperma,Euphorbia glyptosperma Engelm.
Austria,Euphorbia humifusa,Euphorbia humifusa Willd.
Austria,Euphorbia lathyris,Euphorbia lathyris L.
Austria,Euphorbia maculata,Euphorbia maculata L.
Austria,Euphorbia nutans,Euphorbia nutans Lag.
Austria,Euphorbia prostrata,Euphorbia prostrata Aiton
Austria,Euphorbia rigida,Euphorbia rigida M.Bieb.
Austria,Euphorbia segetalis,Euphorbia segetalis L.
Austria,Euphorbia taurinensis,Euphorbia taurinensis All.
Austria,Euphysothrips minozzii,"Euphysothrips minozzii Bagnall, 1926"
Austria,Eupteryx decemnotata,"Eupteryx decemnotata Rey, 1891"
Austria,Eurytemora velox,"Eurytemora velox (Lilljeborg, 1853)"
Austria,Euscorpius italicus,"Euscorpius italicus (Herbst, 1800)"
Austria,Euthamia graminifolia,Euthamia graminifolia (L.) Nutt.
Austria,Exobasidium japonicum,Exobasidium japonicum Shirai
Austria,Fagopyrum esculentum,Fagopyrum esculentum Moench
Austria,Fagopyrum tataricum,Fagopyrum tataricum (L.) Gaertn.
Austria,Fallopia japonica x sachalinensis,Fallopia japonica x sachalinensis
Austria,Fascioloides magna,"Fascioloides magna (Bassi, 1875)"
Austria,Faxonius limosus,"Faxonius limosus (Rafinesque, 1817)"
Austria,Feltiella acarisuga,"Feltiella acarisuga (Vallot, 1827)"
Austria,Ferrissia californica,"Ferrissia californica (Rowell, 1863)"
Austria,Festuca arundinacea,
Austria,Festuca arundinacea subsp. uechtritziana,
Austria,Frankliniella occidentalis,"Frankliniella occidentalis (Pergande, 1895)"
Austria,Fraxinus pennsylvanica,Fraxinus pennsylvanica Marshall
Austria,Friesea claviseta,"Friesea claviseta Axelson, 1900"
Austria,Fritillaria imperialis,Fritillaria imperialis L.
Austria,Fulvia fulva,Fulvia fulva (Cooke) Cif.
Austria,Fumaria barnolae,Fumaria barnolae Sennen & Pau
Austria,Gaillardia grandiflora,Gaillardia ×grandiflora Van Houtte
Austria,Galanthus elwesii,Galanthus elwesii Hook.f.
Austria,Galba cubensis,"Galba cubensis (L.Pfeiffer, 1839)"
Austria,Galega orientalis,Galega orientalis Lam.
Austria,Galinsoga parviflora,Galinsoga parviflora Cav.
Austria,Galinsoga quadriradiata,Galinsoga quadriradiata Ruiz & Pav.
Austria,Gasterosteus aculeatus,"Gasterosteus aculeatus Linnaeus, 1758"
Austria,Gazania x hybrida,
Austria,Geastrum floriforme,Geastrum floriforme Vittad.
Austria,Geranium aequale,Geranium aequale (Bab.) Aedo
Austria,Geranium ibericum x platypetalum,Geranium ibericum x platypetalum
Austria,Geranium macrostylum,Geranium macrostylum Boiss.
Austria,Geranium purpureum,Geranium purpureum Vill.
Austria,Geranium pyrenaicum,Geranium pyrenaicum Burm.f.
Austria,Geranium sibiricum,Geranium sibiricum L.
Austria,Geranium versicolor,Geranium versicolor L.
Austria,Ghilaroviella valiachmedovi,"Ghilaroviella valiachmedovi Zalesskaja, 1975"
Austria,Gibbium psylloides,"Gibbium psylloides (Czenpinski, 1778)"
Austria,Gilletteella coweni,"Gilletteella coweni (Gillette, 1907)"
Austria,Girardia tigrina,"Girardia tigrina (Girard, 1850)"
Austria,Gladiolus communis,Gladiolus communis L.
Austria,Gladiolus-hybrids,
Austria,Gliricola porcelli,"Gliricola porcelli (Schrank, 1781)"
Austria,Glischrochilus quadrisignatus,"Glischrochilus quadrisignatus (Say, 1835)"
Austria,Globodera pallida,"Globodera pallida (Stone, 1973) Behrens, 1975"
Austria,Globodera rostochiensis,"Globodera rostochiensis (Wollenweber, 1923) Skarbilovich, 1959"
Austria,Glyceria striata,Glyceria striata (Lam.) Hitchc.
Austria,Glycine max,Glycine max (L.) Merr.
Austria,Gnaptor spinimanus,"Gnaptor spinimanus (Pallas, 1781)"
Austria,Gnatocerus cornutus,"Gnatocerus cornutus (Fabricius, 1798)"
Austria,Golovinomyces magnicellulatus,Golovinomyces magnicellulatus (U.Braun) V.P.Heluta
Austria,Gonotropis dorsalis,"Gonotropis dorsalis (Thunberg, 1796)"
Austria,Gracilia minuta,"Gracilia minuta (Fabricius, 1781)"
Austria,Graphiola phoenicis,Graphiola phoenicis (Moug. ex Fr.) Poit.
Austria,Graphocephala fennahi,"Graphocephala fennahi Young Jr., 1977"
Austria,Grapholita molesta,"Grapholita molesta (Busck, 1916)"
Austria,Gymnocladus dioicus,Gymnocladus dioicus (L.) K.Koch
Austria,Gymnopus luxurians,Gymnopus luxurians (Peck) Murrill
Austria,Gypsophila scorzonerifolia,Gypsophila scorzonerifolia Ser.
Austria,Gyraulus chinensis,"Gyraulus chinensis (Dunker, 1848)"
Austria,Gyraulus chinensis tokyoensis,
Austria,Gyraulus parvus,"Gyraulus parvus (Say, 1817)"
Austria,Gyrodactylus gasterostei,"Gyrodactylus gasterostei Gläser, 1974"
Austria,Gyropus ovalis,"Gyropus ovalis Burmeister, 1838"
Austria,Haematoloma dorsata,"Haematoloma dorsata (Ahrens, 1812)"
Austria,Halectinosoma abrau,"Halectinosoma abrau (Krichagin, 1877)"
Austria,Hapalips filum,
Austria,Harmonia axyridis,"Harmonia axyridis (Pallas, 1773)"
Austria,Hawaiia minuscula,"Hawaiia minuscula (Binney, 1841)"
Austria,Helianthus annuus x debilis subsp. cucumerifolius,
Austria,Helianthus debilis cucumerifolius,Helianthus debilis subsp. cucumerifolius (Torr. & A.Gray) Heiser
Austria,Helianthus mollis,Helianthus mollis Lam.
Austria,Helianthus tuberosus,Helianthus tuberosus L.
Austria,Heliothrips haemorrhoidalis,"Heliothrips haemorrhoidalis (Bouché, 1833)"
Austria,Heliotropium europaeum,Heliotropium europaeum L.
Austria,Helix cincta,"Helix cincta O.F.Müller, 1774"
Austria,Helix lucorum,"Helix lucorum Linnaeus, 1758"
Austria,Helleborus foetidus,Helleborus foetidus L.
Austria,Helminthotheca echioides,Helminthotheca echioides (L) Holub
Austria,Hemerocallis fulva,Hemerocallis fulva (L.) L.
Austria,Hemichromis bimaculatus,"Hemichromis bimaculatus Gill, 1862"
Austria,Hemichromis fasciatus,"Hemichromis fasciatus Peters, 1857"
Austria,Hemimysis anomala,"Hemimysis anomala G.O.Sars, 1907"
Austria,Heracleum mantegazzianum,Heracleum mantegazzianum Sommier & Levier
Austria,Heracleum pubescens,Heracleum pubescens (Hoffm.) M.Bieb.
Austria,Herilla bosniensis,"Herilla bosniensis (v.Vest, 1867)"
Austria,Herilla bosniensis bosniensis,Herilla bosniensis bosniensis
Austria,Hesperis matronalis,Hesperis matronalis L.
Austria,Hesperis matronalis matronalis,Hesperis matronalis subsp. matronalis
Austria,Heterobasidion parviporum,Heterobasidion parviporum Niemelä & Korhonen
Austria,Hibiscus syriacus,Hibiscus syriacus L.
Austria,Hierophis gemonensis,"Hierophis gemonensis (Laurenti, 1768)"
Austria,Hirschfeldia incana,Hirschfeldia incana (L.) Lagr.-Foss.
Austria,Holoparamecus caularum,"Holoparamecus caularum (Aubé, 1843)"
